recipe_name,source,url,servings,calories,image_url,diet_labels,health_labels,cautions,cuisine_type,meal_type,dish_type
Honeynut Squash Casserole with Sage Marshmallow Topping,EatingWell,https://www.eatingwell.com/recipe/7869454/honeynut-squash-casserole-with-sage-marshmallow-topping,16,3137.711664,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0208bcbbcd65ff837c3f4be7f4c858bb5001f2380117b870f03bab4af5340d19/21085095.jpg,[],"[""Vegetarian"",""Gluten-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""lunch/dinner""]","[""main course""]"
Beet And Potato Salad,Martha Stewart,http://www.marthastewart.com/313551/beet-and-potato-salad,6,2158.380602900356,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0208cc74e84f798634807aca7babf8ec2db0d9807e2928ecc7a2e498605aa657/21002925.jpg,"[""High-Fiber""]","[""Vegetarian"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""nordic""]","[""lunch/dinner""]","[""salad""]"
Candied Sweet Potatoes- Thanksgiving Side Dish recipes,thegraciouswife.com,http://www.thegraciouswife.com/candied-sweet-potatoes-thanksgiving-side-dish-recipe/,8,1517.256,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0208da0466b8218eba5f964cc31b28be17c55ed496ea5c312f5d1cab45da06aa/21133704.jpeg,"[""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""lunch/dinner""]","[""special occasions"",""starter""]"
Linguine With Honey Sauced Prawns,food.com,http://www.food.com/recipe/linguine-with-honey-sauced-prawns-513928,2,1281.012825200016,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0208ebb3bcbab10817caff24ed256bd34a4e4b22f4c63b2abcb6c4b65ec2b25f/21085128.jpg,"[""Low-Fat""]","[""Dairy-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free""]","[""Sulfites""]","[""south east asian""]","[""lunch/dinner""]","[""main course""]"
Lime and Galangal Butter Sauce,Allrecipes,https://www.allrecipes.com/recipe/160591/lime-and-galangal-butter-sauce/,2,566.1097461665325,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/020a23b7a8157e9ddcc73f6ac635782adcf2dfae23696711a91b765be54a8cac/21079901.jpg,[],"[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""condiments and sauces""]"
Vanilla-Chocolate Sandwich Cookies,Food Network,https://www.foodnetwork.com/recipes/food-network-kitchen/vanilla-chocolate-sandwich-cookies-3361579,30,5843.855273248068,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/020d33f8e3588210f0c24c1c4b09060ebd9cb0b86bc762e6dad0d04496b14705/21125273.jpg,"[""Low-Sodium""]","[""Vegetarian"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""sandwiches""]"
Creamy Chicken & Mushrooms,EatingWell,https://www.eatingwell.com/recipe/259645/creamy-chicken-mushrooms,4,1177.7177,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0210585765a9374c50fc15947be7de87aacebad92ee889c05c12eede8f066391/20984469.jpg,"[""Low-Carb"",""Low-Sodium""]","[""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""french""]","[""lunch/dinner""]","[""main course""]"
Roasted Rutabaga,Allrecipes,https://www.allrecipes.com/recipe/278188/roasted-rutabaga,4,398.8242500000001,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/02126a6c2905e743aec9231898d900a840c4c5abfe5ba0ed7413d39ace3669a8/21122811.jpg,[],"[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""mediterranean""]","[""lunch/dinner""]","[""main course""]"
Roasted Beets Recipe,teriskitchen.com,http://teriskitchen.com/vegetables-recipes/roasted-beets.html,4,429.8610644689348,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0214143dcf7186aa87f1559f167a74c449c060b90e1838bfceef4c6c7f114a47/21021046.jpg,"[""Balanced""]","[""Vegan"",""Vegetarian"",""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""lunch/dinner""]","[""main course""]"
Pineapple Fried Rice recipes,healthynibblesandbits.com,http://healthynibblesandbits.com/pineapple-fried-rice/,5,2409.578638888016,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/02166c88e2607cbd44ec7583c8c1875a9338f05669a17d2921c7958b81cacd9f/21116825.jpeg,"[""Balanced"",""High-Fiber""]","[""Vegetarian"",""Dairy-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""chinese""]","[""lunch/dinner""]","[""main course""]"
Green- Grocer Goulash,recipes.menshealth.com,http://recipes.menshealth.com/Recipe/green-grocer-goulash.aspx,8,1854.524127,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0218a6362462362d7d023a697acf9d1a87e9ffb839b71c415e51ec840d14971b/21033768.jpg,"[""Low-Fat""]","[""Vegetarian"",""Dairy-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""main course""]"
Chocolate Hazelnut Corners,Betty Crocker,https://www.bettycrocker.com/recipes/chocolate-hazelnut-corners/c8332b16-12f9-40d2-b386-30ddf860a064,204,4736.4745,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/021914f91df59809c73f7fc7000e2bbeda01f6ade4a0d108396fd26cd2cbf506/21087136.webp,"[""Low-Sodium""]","[""Vegetarian"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""snack""]","[""biscuits and cookies""]"
Creamy Cashew Caesar Dressing [Vegan],bakedgreens.com,http://www.bakedgreens.com/creamy-cashew-caesar-dressing-vegan/,6,1092.93175,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0219a756190611737b1ae40c114bac39aee7c3d089dad8879ca769f29c38fe8e/21097406.jpg,"[""Low-Carb""]","[""Vegan"",""Vegetarian"",""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""condiments and sauces""]"
Baked Potato Nachos,How Sweet It Is,http://www.howsweeteats.com/2011/02/baked-potato-nachos-25-super-bowl-recipes/,4,2631.06,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0219aab1d10a25a4047c98097107d5345a7cff715b6fb6282206c5bd58d1a987/21025433.jpg,"[""High-Fiber"",""Low-Fat""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""mexican""]","[""lunch/dinner""]","[""starter""]"
Watermelon Gin Fizz,ashleybrookedesigns.com,https://ashleybrookedesigns.com/in-the-kitchen-with-abd-watermelon-gin-fizz/,2,256.2609916,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/021b4206c1a3031825754b90d6f0f05fa8da57487d5e327f69aad0cb7a5f55c0/21097089.jpg,"[""Low-Fat"",""Low-Sodium""]",[],"[""Sulfites""]","[""world""]","[""lunch/dinner""]","[""alcohol cocktail""]"
Tomato Soup With Parmesan Croutons,Pioneer Woman,http://thepioneerwoman.com/cooking/2015/01/tomato-soup-with-parmesan-croutons/,12,2273.292621,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/021b5fc4ae3c1d4249565a4d8733b7de79ab78243cfd8e672933a6a4ab7d7335/21012664.jpg,"[""Balanced"",""High-Fiber""]","[""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""soup""]"
Maple Blueberry Smoothie,recipes.sparkpeople.com,https://recipes.sparkpeople.com/recipe-detail.asp?recipe=2944352,1,292.0668205974201,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/021e25bc12d2206f26c52a5c75fecdae5a3d4f2a94049e703d1c9df7b324de81/21053074.jpg,"[""High-Fiber"",""Low-Fat""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""world""]","[""lunch/dinner""]","[""alcohol cocktail""]"
Bourbon Glaze,Allrecipes,https://www.allrecipes.com/recipe/37622/bourbon-glaze,24,1108.241190730477,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0220c186f665081e9319fb1e84e35a8287d58e2546960a0f478f1e5bcc75c35b/21040625.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Dairy-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Shellfish-Free""]","[""Sulfites""]","[""world""]","[""lunch/dinner""]","[""alcohol cocktail""]"
"Moroccan-Style Tilapia With Cumin, Mango and Cilantro Recipe",food.com,http://www.food.com/recipe/moroccan-style-tilapia-with-cumin-mango-and-cilantro-recipe-503619,4,892.6488439999999,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/02232c95bf8f5ff507d426553476acbdd5aa0b0972aed2d7651d8778976fcf57/21006653.jpg,"[""High-Protein""]","[""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Shellfish-Free""]","[""Sulfites""]","[""middle eastern""]","[""lunch/dinner""]","[""main course""]"
Crostini,Food Network,https://www.foodnetwork.com/recipes/michael-chiarello/crostini-recipe-1942374,10,1101.217536,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/026c047af4f5b7f0364b00cced4641ec66d8f7dcb83fb7a0a45a14fdd8b5dfb6/21124199.jpg,[],"[""Vegan"",""Vegetarian"",""Dairy-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""italian""]","[""snack""]","[""bread""]"
Creamy Tomato Pasta with Chicken recipes,longbournfarm.com,http://longbournfarm.com/2017/02/14/creamy-tomato-pasta-with-chicken/,3,3424.362786450198,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/022b9f0c87871441f30db080d547e9f587ec4dee8b412267f80109a59551f461/21059288.jpeg,"[""Balanced"",""High-Fiber""]","[""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Pineapple Agua Fresca,naivecookcooks.com,http://www.naivecookcooks.com/pineapple-agua-fresca/,4,472.6600000000001,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/022ea6857825f1be1dc1a327592efc8c3c82d2e3bb3dac2870d90f20ae4a8532/21135290.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""mediterranean""]","[""snack""]","[""drinks""]"
Espárragos Trigueros con Jamón,Delish,http://www.delish.com/cooking/recipe-ideas/recipes/a2938/esparragos-trigueros-jamon-1/,4,175.44928,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/022f87c8251828afddc02aa87a9e8976947b74e63c03387cedfa1364634d5aa4/21074775.jpg,"[""Low-Carb""]","[""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Zesty Parsley Tomato Pasta,therecipecritic.com,http://therecipecritic.com/2014/06/zesty-parsley-tomato-pasta/,12,3702.024291,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/023035febf58660921d088a6c778ecd13ee2c9aa9b816eaa101513e4d767e662/21012223.jpg,"[""Balanced""]","[""Vegetarian"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites"",""FODMAP""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Herbed Pork Chops with Homemade Rub,Allrecipes,https://www.allrecipes.com/recipe/237667/herbed-pork-chops-with-homemade-rub,4,1577.994000006001,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0231c1b696251a7a9b1ba0be66382806f4b7e5bada47052334c1e4d03ca92912/21061882.jpg,"[""High-Fiber"",""Low-Carb""]","[""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""british""]","[""lunch/dinner""]","[""main course""]"
Skillet Quinoa with Black Beans Cilantro and Feta,stlcooks.com,https://stlcooks.com/skillet-quinoa-with-black-beans-cilantro-and-feta/,6,1465.823991,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0238609dafe1a2e7b1adf745eda528853f0b6e879dc270cfaa7626003bd9e0d6/21083858.jpg,"[""Balanced"",""High-Fiber""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""mediterranean"",""greek""]","[""lunch/dinner""]","[""main course""]"
Slow Cooker Beef Stew I,mypinrecipes.blogspot.com,http://mypinrecipes.blogspot.com/2013/09/slow-cooker-beef-stew-i.html,8,2007.692120333557,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/02399bb9c456dfa6b9d20f04d0a8be150cc9019aeb4dfc900971757d290152cb/21065582.jpg,[],"[""Dairy-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""main course""]"
Roasted Golden Beet & Goat Cheese Napoleons With Citrus Vinaigrette Recipe,Group Recipes,http://www.grouprecipes.com/116432/roasted-golden-beet-goat-cheese-napoleons-with-citrus-vinaigrette.html,4,2303.707786181679,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/023b3e044a21fd507833c8976abd4c3dfb89c9706dbd1fa8bc7c627293c939c4/21075874.jpg,"[""Low-Carb""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites"",""FODMAP""]","[""mediterranean""]","[""lunch/dinner""]","[""main course""]"
Double Chocolate Cranberry Cookies,Allrecipes,https://www.allrecipes.com/recipe/282651/double-chocolate-cranberry-cookies,72,6124.372,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/023f2e131dc7c907f7fce103d8c81a2ea0bc41029c20eb96939b9dd54b644e33/21099972.jpg,"[""Low-Sodium""]","[""Vegetarian"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""snack""]","[""desserts""]"
Basic Sugar Cookies,Delish,http://www.delish.com/cooking/recipe-ideas/recipes/a34831/basic-sugar-cookies-recipe-wdy1212/,50,3550.157,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/02404d0c98e4d8ad57921d490356ee5fce996bdad5a27cc5f746a55f6dab833d/21113087.jpg,"[""Low-Sodium""]","[""Vegetarian"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""snack""]","[""biscuits and cookies""]"
Taste of the Tropics Oats,superhealthykids.com,https://www.superhealthykids.com/recipes/taste-of-the-tropics-oats/,4,1617.77,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0242b6efec5fe43fbe4ef945658486bd6e08992ad660085fc0afdabb3f0046b7/21036008.jpg,"[""Balanced"",""High-Fiber""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Gluten"",""Wheat"",""Tree-Nuts"",""Sulfites""]","[""american""]","[""breakfast""]","[""cereals""]"
Pressure Cooker Chicken Broth,Good Housekeeping,https://www.goodhousekeeping.com/food-recipes/a9216/pressure-cooker-chicken-broth,2,107.54276,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0243a62b4023f7033b2095d385819f57b3c884078b246b54c4ecde2018c4d03b/21097087.jpg,"[""Low-Carb"",""Low-Sodium""]","[""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""lunch/dinner""]","[""soup""]"
Roasted Cauliflower with Lemon & Dijon recipes,culinary-cool.com,http://www.culinary-cool.com/roasted-cauliflower-with-lemon-dijon/,4,493.929025,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0243ea41f02c670d8a04bf7754db33bd3e2857af3bd5360fbd7832d425173fdb/21113063.jpeg,"[""Low-Carb""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""french""]","[""lunch/dinner""]","[""main course""]"
Ratatouille,food.com,http://www.food.com/recipe/ratatouille-61658,4,635.2557035000001,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0247b61cd5d25389c874ee884f93114ea1b67dabf018c7b3eb21b342577c58d2/21127169.jpg,"[""High-Fiber""]","[""Vegan"",""Vegetarian"",""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""french""]","[""lunch/dinner""]","[""main course""]"
Mango Smoothie,food.com,http://www.food.com/recipe/mango-smoothie-136018,2,635.5039999999999,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/024950518b29078d6133242e4a2b18d6f3859853d3ea1cee43fcf74ea43d878c/21071717.jpg,"[""High-Fiber"",""Low-Fat"",""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""breakfast""]","[""drinks""]"
Cod with Fresh Herb Sauce,rockymountaincooking.com,https://rockymountaincooking.com/2019/04/cod-with-fresh-herb-sauce-2,8,2006.794839,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/024ac4d740b9e190008c2cd486e55d5d2027ed9fd95280bccd9bdeef8593d9eb/21039078.jpg,"[""Low-Carb""]","[""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Buffalo Deviled Eggs,recipezazz.com,https://www.recipezazz.com/recipe/buffalo-deviled-eggs-20996,6,1169.882439999336,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/024bc7590956823aa56fa6fab08100a49f3a3ca163be9c9d4ec5d4260eb9e49f/21135785.jpg,"[""Low-Carb""]","[""Peanut-Free"",""Tree-Nut-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""lunch/dinner""]","[""starter""]"
Basmati Rice Salad,Food Network,https://www.foodnetwork.com/recipes/bobby-flay/basmati-rice-salad-recipe-1918338,4,2421.503491972957,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/026c047af4f5b7f0364b00cced4641ec66d8f7dcb83fb7a0a45a14fdd8b5dfb6/21124199.jpg,[],"[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""indian""]","[""lunch/dinner""]","[""salad""]"
"Chicken, Zucchini and Prosciutto",BigOven,https://www.bigoven.com/recipe/chicken-zucchini-and-prosciutto/166836,4,1870.9295,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/025108c6733aa94d86035e11ae13cafa79e743e07b746622a8c791686ba967be/21052061.jpg,"[""High-Protein"",""Low-Carb""]","[""Paleo"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""italian""]","[""lunch/dinner""]","[""main course""]"
Pecan Pie Crust,food.com,http://www.food.com/recipe/pecan-pie-crust-30630,6,1579.794250001111,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/02534dcf7d323e353404beff36b5bcc0447360d5d72fe7f555180fd6f4461dc7/21102813.jpg,"[""Low-Carb"",""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]",[],"[""american""]","[""lunch/dinner""]","[""desserts""]"
Radish and Carrot Salad with Blueberries,eatsmarter.com,https://eatsmarter.com/recipes/radish-and-carrot-salad-with-blueberries,1,255.1653352711438,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0254385d99b33f58bd01931bde840dad842b57b69f490fedff63bc14f7ea469b/21114252.jpg,"[""High-Fiber""]","[""Vegan"",""Vegetarian"",""Dairy-Free"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""south american""]","[""lunch/dinner""]","[""salad""]"
Raspberry Sherbet Party Punch,natashaskitchen.com,https://natashaskitchen.com/raspberry-sherbet-party-punch/,18,1565.170287941012,https://datahive-prod-dataset-products.s3.eu-central-1.amazonaws.com/dataset/346/0254c753a8d8a52691636323b77fbd61717414db2cd1435703d2aaa4ecc48721/21118052.jpg,"[""Low-Fat"",""Low-Sodium""]","[""Vegetarian"",""Gluten-Free"",""Egg-Free"",""Peanut-Free"",""Tree-Nut-Free"",""Soy-Free"",""Fish-Free"",""Shellfish-Free""]","[""Sulfites""]","[""american""]","[""snack""]","[""drinks""]"
